,P0,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
Bcl3,0.103731439,0.145445287,0.106831752,0.135919631,0.110925145,0.096077703,0.110990822,0.09516748,0.081731215,0.051738232,0.043837693
Pias2,0.102266744,0.082453206,0.120100819,0.083059028,0.091542244,0.112890169,0.061480753,0.104023047,0.076608077,0.084438235,0.066635951
Bptf,0.990338027,0.871772826,0.642350256,0.852652013,0.798473954,0.602128506,0.614423931,0.730488479,0.672463357,0.833016098,0.794253945
Ash1l,0.611007094,0.521791995,0.309327632,0.34681797,0.311459661,0.286539465,0.265859485,0.451728016,0.55423665,0.517926753,0.517625213
Pcmt1,0.28909719,0.294540405,0.618501663,0.730650961,0.688428402,0.668762386,0.646171927,0.424145699,0.609198391,0.403325558,0.363203496
Nrp1,0.004702028,0.008287623,0.140284985,0.211148232,0.169444084,0.18153888,0.185458139,0.437248915,0.252243191,0.173059449,0.170552582
Tnfrsf1b,0.074543491,0.096546069,0.206686795,0.258403569,0.264441669,0.245847687,0.241824776,0.283886969,0.329351693,0.212988243,0.13868928
Plxnc1,0.059807237,0.037394404,0.111995995,0.115405597,0.129662052,0.121855006,0.096882977,0.187420905,0.109288298,0.09487284,0.045546047
Scml4,0.459926844,0.304107636,0.025879266,0.065738305,0.050941389,0.034625378,0.04406862,0.177763745,0.065277249,0.139644638,0.09870173
Cd320,0.046311058,0.060893465,0.121406063,0.036013402,0.052394498,0.045589462,0.040948972,0.100501314,0.021467196,0.049845263,0.019000251
Phc2,0.228566855,0.232207999,0.207663268,0.227216408,0.204879567,0.179494575,0.222641364,0.300763249,0.247876719,0.230354309,0.19347164
Cops5,0.250441283,0.287704885,0.677661598,0.522899926,0.627440691,0.551622987,0.566414356,0.474102706,0.436258912,0.313866824,0.289957315
Ssb,0.864950657,0.782096982,1.557578087,1.412186742,1.485911846,1.435816407,1.393676758,1.20858705,1.115602374,1.003214002,0.954869807
Jmjd1c,0.480694473,0.663014293,0.365057766,0.447303206,0.438171387,0.414355338,0.423430324,0.616459191,0.406262308,0.621115088,0.579402447
Itgav,0.050393395,0.040253561,0.091673307,0.101200245,0.112353846,0.098276578,0.110626824,0.127903044,0.176826134,0.122345023,0.101592019
Ccr7,0.887027383,1.357745409,0.060957026,0.039357048,0.055965755,0.026567893,0.020457594,0.252414048,0.00552404,0.028726049,0.002396348
Calcoco1,0.051646288,0.067830145,0.01124112,0.012981397,0.024518143,0.013656678,0.008821347,0.080204271,0.049095586,0.057213247,0.081812933
Sp2,0.138867542,0.14020443,0.169176564,0.253485441,0.236446157,0.184187353,0.159676,0.141579136,0.14184396,0.18120788,0.192751452
Rbl1,0.122998357,0.131884366,0.212824166,0.429594725,0.32040751,0.31370002,0.165483788,0.139480755,0.206791386,0.131715536,0.118262298
Tardbp,0.378935277,0.406609029,0.778395534,0.58011955,0.685575187,0.623424828,0.533094704,0.457509309,0.459056497,0.35825038,0.353369027
Rara,0.136430398,0.177373007,0.101858996,0.124201186,0.160822138,0.120626226,0.140173331,0.059485693,0.075349458,0.243222386,0.349959999
Hsf4,0.006399889,0.002187069,0.02830945,0.04124321,0.032040492,0.038218655,0.038275439,0.018626364,0.029196853,0.026237402,0.015161628
Cd3d,2.475995779,2.420845509,1.838386297,2.332927227,2.03457737,2.079575539,2.300029993,2.544712305,2.74339509,2.753138542,2.386717796
Nab2,0.062862597,0.04471498,0.082161352,0.104721278,0.086601451,0.060761452,0.053469598,0.088494033,0.108592443,0.050559275,0.061187223
Ctbp1,0.452310264,0.364268422,0.733031571,0.765841663,0.764328361,0.733057201,0.754520416,0.560418606,0.641663015,0.486000091,0.419259787
Ptprc,2.496661425,2.522026062,2.075130463,2.581393719,2.380145788,2.255920649,2.392311335,2.603153944,2.696193218,2.869201183,3.062347651
Myc,0.321556538,0.403009713,0.281080633,0.156754777,0.225650266,0.194210842,0.204719752,0.306331277,0.13904044,0.097753063,0.0193174
Zkscan3,0.304909527,0.203147709,0.097124875,0.102758966,0.111546524,0.087167874,0.095183909,0.175005332,0.161561087,0.131194726,0.138720542
Nfkb1,0.545302451,0.495512545,0.412941992,0.43027243,0.399676323,0.373538703,0.359333724,0.629812241,0.474484652,0.53280884,0.521148801
Polr2i,0.194464341,0.188474432,0.512831151,0.429755479,0.453353196,0.43386662,0.425409734,0.370251924,0.387260288,0.269210637,0.277557045
Smarca5,0.740204573,0.754620016,1.529679537,1.252944112,1.431598663,1.394287467,1.203913808,1.061655164,0.918701708,0.825057089,0.74125421
Prmt7,0.135765716,0.120565094,0.24188973,0.115366317,0.182125136,0.155908629,0.147729948,0.132415533,0.135503009,0.092237502,0.058642082
Lgals3,0.137847379,0.179309577,1.91558218,2.18862772,2.314192533,2.327661037,2.49723506,1.263510346,2.602044106,1.351341248,1.239368081
Ctr9,0.206916213,0.165816277,0.291885257,0.284287572,0.304881722,0.215514168,0.253641933,0.213366553,0.218212649,0.19253844,0.17292431
Chd3,0.99760294,0.817468405,0.307305247,0.32074222,0.320788562,0.262554348,0.250300705,0.503679931,0.269960403,0.524021983,0.538140714
Ddb1,0.231402323,0.23058106,0.636014581,0.449669391,0.592574596,0.462646902,0.5026474,0.405746549,0.298234642,0.23819837,0.214834094
Gatad1,0.219129235,0.153071061,0.586654544,0.476694554,0.522202909,0.480391383,0.480879575,0.369583815,0.375697434,0.272918791,0.266543627
Rora,0.064647816,0.105617218,0.474478722,0.700846553,0.670682847,0.648861706,0.622963667,0.743049145,0.80042249,1.184111238,1.275015473
Chd2,0.912829638,1.260530233,0.569446445,0.875151217,0.763092339,0.60848242,0.697482109,0.943931341,0.659254789,0.921076655,0.731564999
E2f6,0.059848335,0.047583234,0.137293249,0.07570634,0.087334588,0.119731382,0.065667391,0.064384922,0.047701169,0.026237966,0.021301426
Gmeb2,0.053355146,0.059560783,0.082575068,0.113690205,0.088242486,0.081721239,0.07328558,0.093303561,0.071198642,0.075717531,0.065691605
E2f2,0.039114762,0.058230776,0.404253781,0.48430711,0.468523771,0.457842201,0.358903974,0.204008967,0.326331168,0.175179437,0.198755652
Pttg1,0.292058289,0.344381541,0.531237721,0.666919172,0.630459964,0.569799483,0.738016844,0.534068584,0.501737356,0.541804194,0.407491624
Foxp1,1.444728255,1.398486257,0.385819972,0.512772858,0.489634752,0.402029634,0.43527624,0.651596487,0.544107676,0.835884035,0.840197682
Klf4,0.098604009,0.24495247,0.185887992,0.118161894,0.158477619,0.154483303,0.084251136,0.236414,0.024879375,0.094541557,0.059547611
Cd86,0.048677549,0.115156025,0.028609727,0.059751619,0.038672745,0.034644078,0.058194969,0.041006166,0.160481215,0.153034449,0.044678286
Wbp11,0.362091541,0.429888427,0.69479537,0.669602811,0.674551547,0.588019788,0.507301092,0.391819179,0.332750976,0.346386015,0.326536804
Rpa3,0.222657159,0.191942573,0.863544583,0.833682239,0.856019258,0.893066406,0.69533962,0.390347242,0.396586269,0.263925999,0.250463694
Ivns1abp,0.249108776,0.328193128,0.513455749,0.367564589,0.41552484,0.463693053,0.389333427,0.37426275,0.288026959,0.327017605,0.295090348
Med27,0.083343469,0.06780497,0.140920505,0.134551808,0.156038716,0.127657264,0.100542247,0.119815871,0.09593682,0.121853545,0.101489417
Ccr6,0.001247414,0,0.001246942,0.003796083,0.001168971,0.002660011,0,0.092740946,0,0.00046535,0
Mxd1,0.089952245,0.350416809,0.083213575,0.2062556,0.20876509,0.135765389,0.203538269,0.189798728,0.328049868,0.343154699,0.22772181
Fas,0.114492372,0.139501154,0.102657363,0.096421354,0.104815856,0.083350964,0.106498189,0.179530278,0.128058627,0.163389802,0.133751959
Il10ra,0.031159798,0.030006504,0.066838808,0.127337739,0.085955933,0.0752123,0.12553747,0.096818678,0.279125422,0.123128578,0.110848352
Dpy30,0.332758456,0.352291048,1.139783978,0.947890162,1.056780815,1.121318936,0.920031428,0.660198092,0.609579742,0.483996451,0.453331649
Phf5a,0.414074719,0.511443019,1.218288541,0.996390939,1.115973353,1.117886066,1.01148212,0.824124515,0.797063351,0.684597969,0.548784316
Polr3h,0.062728845,0.049000073,0.189113677,0.089438662,0.136600032,0.137457266,0.096075997,0.104494572,0.082437471,0.045916427,0.026485417
Zbtb10,0.019257201,0.116286285,0.01119372,0.00199393,0.007395131,0.004841654,0.002128455,0.006110598,0.001030374,0.000384666,0
Irf4,0.01179043,0.05938489,0.214523286,0.19487299,0.242659241,0.178538471,0.185669139,0.177283242,0.156851277,0.122666374,0.061482877
Cd274,0.126903296,0.27851823,0.096766599,0.158214882,0.148901746,0.115830176,0.153674543,0.251789093,0.218977585,0.190401092,0.122727521
Setdb1,0.110789716,0.083553389,0.172828034,0.125791267,0.148602545,0.133603826,0.125061393,0.134103552,0.120552771,0.105099723,0.111084506
Cxcr4,0.102396004,0.480486661,0.309203863,0.323116928,0.266213834,0.215173721,0.146324441,0.364681184,0.177538857,0.118812747,0.105046004
Tfrc,0.150342986,0.131124064,0.302729487,0.132163256,0.20888938,0.231953323,0.155159563,0.138340026,0.097470127,0.063367575,0.056560874
Dmap1,0.047658429,0.043446749,0.116828769,0.095536456,0.119075589,0.094450831,0.077175103,0.099585235,0.062172439,0.076394267,0.052887578
Kdm8,0.004332838,0,0.021532379,0.028816057,0.020815212,0.012711752,0.026165769,0.015001231,0.018172968,0.006944321,0.0074595
Zbtb20,0.508611143,0.473380446,0.05745402,0.104398876,0.076695919,0.031778332,0.022384275,0.166894242,0.085355587,0.101859391,0.121055722
Zfpm1,0.139569342,0.148105457,0.504734397,0.424661487,0.45258376,0.406087369,0.313053101,0.388421506,0.313528299,0.173795402,0.199846655
Cd68,0.033434134,0.028593015,0.068646379,0.128752843,0.10185416,0.107796781,0.11659468,0.147570357,0.076056696,0.101946019,0.100345857
Batf3,0.003256635,0.005833053,0.107772857,0.001954534,0.008226201,0.006948807,0.001896295,0.001806182,0.001457216,0,0.001024992
Igkc,0.041475885,0.020877989,0.233380407,0.243731916,0.227387577,0.228676751,0.196464047,0.305610836,0.38978225,0.461368799,0.253551722
Tcea1,0.366351604,0.274585754,0.638553381,0.493069589,0.581892371,0.528189957,0.524038017,0.43663311,0.468273491,0.426117778,0.406698346
E2f8,0.006627018,0.010071235,0.405971885,0.350318223,0.321410388,0.448348016,0.141437829,0.064531833,0.042335145,0.021405216,0.010264898
Ythdc1,0.754156113,1.011826873,0.806755066,0.763864398,0.831803381,0.724149942,0.803700209,0.886546373,0.673900485,0.811927259,0.761452675
Prmt2,0.021990085,0.02802895,0.035669368,0.019918637,0.030381886,0.016460871,0.023026831,0.036138821,0.017992856,0.013248636,0.012627766
Zbtb45,0.06811671,0.060647108,0.140093848,0.171912834,0.17140983,0.147731662,0.118028671,0.105431654,0.135476187,0.076510765,0.069560669
Sox4,0.16975379,0.042597614,0.030464459,0.010870233,0.016718309,0.012651417,0.015102273,0.015716538,0.000711267,0.002663992,0.002094834
Top2b,1.018555999,0.758645296,0.679237068,0.801768959,0.813737333,0.676440775,0.656923592,0.804033995,0.714402616,0.865264237,0.808288813
Fubp3,0.082869157,0.068143025,0.094377674,0.057056617,0.071140192,0.046549946,0.044292822,0.121350951,0.064056247,0.051829237,0.037701152
Pbrm1,0.639014661,0.540738106,0.76605773,0.986242652,0.876642942,0.7248649,0.703562915,0.656124771,0.636684954,0.702831149,0.652240694
Bsg,0.553030491,0.573393106,1.315544605,1.148183703,1.292444944,1.210888624,1.218636394,1.003409624,0.871500373,0.869676888,0.713692844
Ctla4,0.045750268,0.242344514,0.507310867,0.822431207,0.700150132,0.796116114,0.797071576,1.175653338,0.751945555,0.793812454,0.151633784
Nfyb,0.249933451,0.18769078,0.579703629,0.729605496,0.647980988,0.567535281,0.569999993,0.342891455,0.481468439,0.353922784,0.329277784
Wdr5,0.084815338,0.079593033,0.316292673,0.222326338,0.253628135,0.238942638,0.208879441,0.11900866,0.08955688,0.116520613,0.098929279
Mafk,0.097859852,0.206908792,0.086489759,0.093547724,0.10052871,0.090718672,0.110918276,0.184871748,0.096532397,0.144442618,0.084086299
Pdlim1,0.608830214,0.523378372,0.406550646,0.397371024,0.444453567,0.48423335,0.373064667,0.480558842,0.185743153,0.36000368,0.202545151
Eng,0.059282321,0.041416701,0.001574202,0.000367409,0.005920601,0.000336239,0,0,0.002018241,0.001342419,0
Smarca2,0.442209393,0.353478014,0.148022875,0.17073077,0.160680518,0.182157427,0.143759355,0.270752192,0.262275279,0.26204747,0.260927886
Tcerg1,0.311326385,0.282865435,0.715816915,0.541874826,0.622300982,0.589020908,0.41093874,0.420866698,0.355190486,0.264725268,0.24477008
Elp4,0.049323872,0.038893323,0.127639174,0.096258178,0.127134264,0.092719577,0.091200478,0.088182598,0.056765094,0.052558132,0.045862909
Zfp384,0.070381112,0.082365245,0.109387152,0.151990801,0.145028636,0.105925731,0.110677145,0.10958299,0.107564911,0.103179783,0.085952491
Nfkb2,0.116952635,0.257440269,0.156763688,0.214506835,0.188797608,0.167077973,0.173094153,0.295821995,0.119347781,0.251194209,0.171210781
Gtf3c5,0.028082469,0.069038607,0.113732934,0.094611563,0.108619668,0.110716142,0.081897914,0.076238409,0.053510796,0.055355862,0.032894511
Ankra2,0.160788119,0.096710242,0.136553109,0.153923988,0.161810279,0.152076706,0.201119319,0.18519868,0.26374653,0.167082697,0.199917018
Timeless,0.068336733,0.053365931,0.336253613,0.233596012,0.324265033,0.382156402,0.278097272,0.105412059,0.153545886,0.041483257,0.030988172
Taf12,0.213888407,0.224192232,0.655371726,0.649789989,0.667964816,0.6365453,0.68089664,0.523732662,0.415058792,0.356336325,0.345829248
Klrg1,0.010908148,0.007799226,0.170720249,0.345462322,0.371523321,0.352126896,0.377076864,0.013388467,0.125037611,0.460838348,1.350135922
Hmgb2,0.977649093,1.21109283,3.443323851,4.074889183,3.710040569,3.718551397,3.79905653,2.361732721,2.230385065,2.236735821,2.081136942
Hivep2,0.259649843,0.404155493,0.170649514,0.274285138,0.267717898,0.216092125,0.206939012,0.396696061,0.276224583,0.346235424,0.281253338
Bbx,0.319959015,0.295510978,0.125235558,0.146189392,0.165736556,0.140791282,0.116054185,0.252732635,0.24360694,0.248365074,0.175126374
Hsf2,0.052883465,0.03944559,0.11329513,0.049838834,0.085893467,0.11092598,0.067810774,0.07661622,0.044376593,0.027756326,0.027409814
Utf1,0.005751745,0.003497564,0.083910577,0.059354242,0.059555203,0.065144032,0.057093181,0.072319053,0.021598935,0.042895291,0.028245594
Eif5b,0.647523165,0.720979631,1.15130198,0.795487046,1.016338468,0.917352617,0.934639394,0.854588151,0.7730124,0.648528874,0.547555923
Eif2ak2,0.130519345,0.131649241,0.209747583,0.152189314,0.192493901,0.181201965,0.188083395,0.356856227,0.289734066,0.181701362,0.119736724
Nsd2,0.073013388,0.110762693,0.712179065,0.68863833,0.668315053,0.786397398,0.452218413,0.403258443,0.424487442,0.242476553,0.211552665
Ezh2,0.143408507,0.107821405,1.118859291,1.31233871,1.182318568,1.132299423,0.676871479,0.592585742,0.444874406,0.261368394,0.285157412
Cd22,0.000856807,0.023435589,0.028785808,0.012017751,0.016016867,0.012678538,0.008360894,0.072551541,0.00628876,0.004904001,0.002313653
Lef1,1.564194202,1.62521565,0.489719182,0.499322116,0.583495617,0.486954361,0.509109974,0.676589906,0.500699401,0.679924369,0.629900575
Smarcc1,0.24866271,0.181682944,0.80139339,0.681819499,0.740569711,0.683817029,0.477948844,0.463112503,0.336572319,0.236993626,0.247145936
Bola1,0.204622462,0.112239555,0.313116103,0.211259902,0.245514631,0.24710685,0.189185485,0.161867052,0.141830027,0.112862468,0.101877265
Tnfrsf4,0.025137398,0.029005593,0.120604515,0.04440717,0.058251496,0.049689524,0.03237078,0.199591696,0.096433133,0.014998756,0.007140912
Jmy,0.135317549,0.190391585,0.046152834,0.018710794,0.040678661,0.04502473,0.031076889,0.089990579,0.054126196,0.102881536,0.075531572
Trbc1,1.974350095,1.543948412,1.648957729,1.881071687,1.812725663,1.831822991,1.958532453,2.264203072,1.945354104,1.855435967,1.719052076
Ctcf,0.695138872,0.630344629,0.950177133,1.22695756,1.101437449,0.898044825,0.809386015,0.752233148,0.754790485,0.736106992,0.721012414
Pogk,0.008520689,0.063467525,0.074767575,0.113508217,0.091563985,0.101114072,0.090106674,0.063821919,0.196438566,0.147549495,0.227238387
Rexo4,0.15724273,0.168543965,0.18378149,0.161364824,0.214296371,0.152951092,0.187160641,0.170370311,0.183590278,0.11989785,0.129913732
Adgre5,0.37369585,0.617898285,0.488263279,0.599043429,0.596088588,0.507482052,0.565806448,0.494286448,0.743264377,0.832711279,0.870948076
Lmo4,0.196405292,0.169112593,0.189081371,0.138830245,0.185508996,0.199015588,0.131161034,0.103239246,0.075186484,0.074450813,0.110787638
Pou2af1,0.02217331,0.031968977,0.03054361,0.017076103,0.034435868,0.019919224,0.018787015,0.051091272,0.005634436,0.004157407,0.001202082
Zdhhc2,0.006012072,0.007194685,0.309698343,0.342849284,0.330380023,0.370949268,0.289339602,0.2273826,0.193971619,0.136624664,0.08938621
Ecd,0.172605425,0.161811531,0.255895883,0.18714653,0.223787412,0.193866834,0.206867799,0.200896099,0.158079177,0.140381604,0.145753905
Ikzf2,0.212957203,0.185810685,0.099921331,0.194460258,0.133734211,0.12767683,0.125540584,0.476749122,0.131789625,0.051935121,0.023643646
Elf4,0.245256245,0.237410903,0.343003154,0.473594606,0.436052769,0.368326336,0.389605731,0.291060925,0.40286994,0.365211219,0.496139497
Hat1,0.173552603,0.195011318,0.854205072,0.679848492,0.768794894,0.880225658,0.531319678,0.356232911,0.329939663,0.223055124,0.197882637
Cd3e,1.846506834,1.425276637,1.318265915,1.756373644,1.540435076,1.555358171,1.664295077,1.942752361,2.143751383,1.950250745,1.922228336
Tcof1,0.513035774,0.506234884,0.867130578,0.627115369,0.740709364,0.644942462,0.609307826,0.5729298,0.532809317,0.437303126,0.361065537
Zfp41,0.015099011,0.009909561,0.043512225,0.081417181,0.044753294,0.038916014,0.034228299,0.028408237,0.042190224,0.010337722,0.009183188
Atf7,0.19282569,0.145706356,0.053488944,0.073929533,0.05905816,0.053306445,0.049237508,0.084969059,0.140888214,0.145202696,0.113505937
Xrcc6,0.127294153,0.099750213,0.271540731,0.151159808,0.22515443,0.196865439,0.158648565,0.156273201,0.110711731,0.079044566,0.052005887
Nr4a2,0.094266772,0.303925306,0.539818048,0.737924397,0.764336884,0.739079118,0.627113521,1.073411942,0.6262694,0.770224154,0.57930553
Nfix,0.083342999,0.020088432,0.011450661,0.002640815,0.011916576,0.006986635,0.00525378,0.006604333,0.008073539,0.002007434,0.002762905
Ing5,0.123095565,0.116406024,0.180370748,0.143019125,0.170582458,0.19669053,0.151388481,0.095788628,0.134593442,0.102840737,0.116658174
Ddx20,0.067401901,0.042975795,0.121192932,0.112928554,0.118681215,0.098204635,0.062788382,0.0410247,0.046993069,0.038710363,0.032833431
Zfhx2,0.082749784,0.083520092,0.039688744,0.074556731,0.0491121,0.038389526,0.043882594,0.115232766,0.193803936,0.18584834,0.202633753
Nfatc3,0.551878691,0.498026043,0.489306778,0.622060776,0.620481551,0.58847791,0.591565311,0.592051864,0.604923248,0.70630753,0.787481964
Plrg1,0.079914868,0.05914047,0.210799903,0.189924553,0.199241787,0.181582615,0.183851793,0.137116268,0.093682475,0.077399828,0.064605087
Cd37,0.836441755,0.716941953,0.34055987,0.577548444,0.476112455,0.457164913,0.539941847,0.659779906,0.797545135,0.96945703,0.934418619
Atad2,0.2861498,0.546881855,1.025289059,0.986186326,1.018095493,1.227741361,0.666875422,0.486167878,0.439842343,0.432550788,0.408359379
Relb,0.155541644,0.188897133,0.10411562,0.186692715,0.132278308,0.113458753,0.10977371,0.263352633,0.145561799,0.221781403,0.16979298
Tfdp1,0.119637363,0.107746534,0.793718755,0.516389072,0.651167929,0.676151216,0.443927616,0.354721427,0.314144433,0.136919603,0.107384868
Cd6,0.591768563,0.745865047,0.506398737,0.622470498,0.553253889,0.514008641,0.605374217,0.767335773,0.671348572,0.848311841,0.834166348
Ccr9,0.638943195,0.135729834,0.057210464,0.062400479,0.056985706,0.05226849,0.070819423,0.009899682,0.184999093,0.01048966,0.011064106
Smyd5,0.052671108,0.054805927,0.089206316,0.021383839,0.055535525,0.05752353,0.040811192,0.059743203,0.033117004,0.019264178,0.011119943
Klrc2,0.013173409,0.12096291,0.315395355,0.660595596,0.540104687,0.453252345,0.525779188,0.653030157,0.557107389,0.844521165,1.039872885
Gtf2h4,0.068391688,0.053525411,0.187540084,0.110009126,0.150965273,0.109687708,0.1119342,0.112787195,0.082275741,0.037674539,0.033553693
Aff3,0.178947121,0.13031581,0.02230623,0.043972213,0.036710337,0.014638293,0.003840829,0.246349409,0.007355959,0.03769803,0.005936672
Gtf2e2,0.105006471,0.107047305,0.403679997,0.31503886,0.364516079,0.301862508,0.28423968,0.2547521,0.163010061,0.149669498,0.133315057
Gmeb1,0.106526755,0.056962583,0.115523607,0.178210482,0.142715842,0.145294175,0.109201692,0.111789681,0.100714758,0.10194549,0.114213459
Foxo1,0.652948797,0.550018847,0.226532489,0.324155867,0.319456726,0.218265638,0.233841896,0.30018276,0.245094866,0.353325576,0.253061146
Sap18,0.380673498,0.399429828,0.803682685,0.707604647,0.798917711,0.765449822,0.741132021,0.620865941,0.59452337,0.567957342,0.469961971
Mcm6,0.202266723,0.210789159,1.256723642,0.928836167,1.188895583,1.438672543,1.021257401,0.71081847,0.906780005,0.420869678,0.352928311
Nr4a1,0.107716605,0.65371877,0.32870245,0.472313374,0.533250749,0.472719371,0.379424721,0.410624534,0.271114498,0.558158696,0.651097298
Irf1,0.757316113,0.990538061,0.507281363,0.766559541,0.676954985,0.673528731,0.636074007,0.645690918,0.696612418,0.938389003,0.924400806
Zfp36,0.801107764,1.050726295,0.50939095,0.605135202,0.629216433,0.588229418,0.580138564,0.775878906,0.565172672,0.936351418,0.806283414
Klf2,2.251459599,2.892323256,1.790616632,2.049686432,2.051385403,1.748650193,1.897397041,1.568239927,1.982176304,2.197947979,2.749947071
Epas1,0.00774692,0.007577769,0.126727298,0.083046816,0.146452263,0.097681262,0.099658743,0.013470025,0.087397024,0.066760972,0.074862793
E2f1,0.012031279,0.017477261,0.261892706,0.12066377,0.190441921,0.385868669,0.138158098,0.076180413,0.151581123,0.020910596,0.008238928
Pou6f1,0.049844153,0.112996697,0.012025567,0.025156988,0.023937207,0.016084732,0.017974382,0.088734992,0.017564591,0.099295281,0.012580633
Mef2d,0.369738281,0.436182171,0.295423329,0.358731151,0.388510406,0.292804927,0.300397247,0.369703621,0.390905559,0.508278549,0.463559896
Med14,0.118459336,0.070503704,0.17646715,0.181623071,0.211366549,0.157702297,0.172505945,0.136065021,0.156271368,0.096395999,0.116956264
Hes1,0.001485657,0,0.032988381,0.010327393,0.024500988,0.013795057,0.011386794,0.00441774,0.014931474,0.007292707,0.025196116
Ctsl,0.109087452,0.096736282,0.037078176,0.010650123,0.035857704,0.018747197,0.022490665,0.035822958,0.005851321,0.011154996,0.011447232
Cd8b1,2.468812466,2.307640553,1.7389642,2.23029232,2.125271559,2.105724096,2.29338789,2.044524193,2.306968212,2.774693966,2.913770437
Cd69,1.024873257,1.957421899,1.231356144,1.411449552,1.427569389,1.347242832,1.305063963,1.49591279,0.747983336,1.604536176,0.995343745
Nfkbib,0.140055478,0.22092469,0.312634379,0.370465964,0.337882131,0.319182277,0.411527038,0.335787982,0.302253336,0.290095955,0.21071516
Tnf,0.039545815,0.051462863,0.122768611,0.075101443,0.113050878,0.105606638,0.1029654,0.109531209,0.034445617,0.067714125,0.026450675
Crebl2,0.071987905,0.052794673,0.010212579,0.006373617,0.013453979,0.003558535,0.004743722,0.015004335,0.015205851,0.026398847,0.031620756
Adam8,0.002152646,0.00321566,0.058591206,0.080948159,0.080987237,0.075857438,0.100833409,0.04170293,0.167772025,0.1032153,0.029802682
Kntc1,0.002432034,0.006726691,0.146008849,0.166432112,0.150256097,0.13603498,0.080186337,0.025855022,0.034323405,0.004588885,0.002519907
Klf10,0.030064108,0.059005927,0.138371363,0.131055132,0.126192361,0.143212944,0.11801929,0.094429396,0.157368556,0.091976129,0.090176404
Zmynd8,0.383308351,0.383442312,0.218536079,0.293474644,0.283357471,0.234504238,0.287002861,0.39290911,0.283130765,0.268905163,0.276890129
Jmjd8,0.022657046,0.026423769,0.050315764,0.02158723,0.034447845,0.02441857,0.021388296,0.025475103,0.016331816,0.021102333,0.016017303
Fhl2,0.022804849,0.016408257,0.232442021,0.402563155,0.366141498,0.342769265,0.279240966,0.184341222,0.235038191,0.178088367,0.157406002
Hdac1,0.423843563,0.310005784,0.944196522,0.94182086,0.984954953,0.903520226,0.851559758,0.726954997,0.706140637,0.529351354,0.459619403
Fbxo7,0.074985325,0.112344973,0.140149698,0.133022472,0.140593857,0.160110682,0.134708166,0.128597185,0.097795993,0.109342076,0.072018884
Cd27,1.122862816,0.893912017,0.736324906,0.916491449,0.864363909,0.797482491,0.917495787,1.266511559,1.212388039,0.999157906,0.425889522
Hnrnpd,0.905026138,0.983902812,1.746795774,1.532491088,1.61263895,1.670768499,1.418285012,1.2036587,1.186812878,1.059316397,0.973675013
Trp53,0.728442371,0.595900118,0.807023764,0.549718618,0.667659163,0.655522227,0.531797171,0.677918434,0.55541873,0.500001967,0.351290792
Lepr,0.003812798,0.008098042,0.047035921,0.0114137,0.017702527,0.017942542,0.008078891,0.010393005,0.005791894,0.004725333,0.001757115
Mcm4,0.153134301,0.224147081,0.985423625,0.621726036,0.914817154,1.048845649,0.751580656,0.371566534,0.472770542,0.231953233,0.165514097
Hist1h2bp,0.00122872,0,0.015014892,0.039358489,0.017572664,0.028769922,0.006600376,0.002972118,0.01230267,0.008258616,0.018513409
Pygo2,0.037521496,0.015480433,0.086500421,0.085765921,0.079529695,0.074313566,0.067096218,0.072882377,0.061453477,0.061224796,0.050143525
Ahctf1,0.269695163,0.341840267,0.332155675,0.234317079,0.291370451,0.259249777,0.235012427,0.264130563,0.205412522,0.210545242,0.211176157
Gtf2e1,0.047238149,0.035489548,0.101656325,0.058829669,0.073403127,0.063317679,0.061586622,0.073800214,0.051992696,0.043246739,0.03865739
Gtf3c1,0.124569401,0.139695391,0.253168464,0.241114229,0.265345424,0.204146728,0.192006871,0.235805333,0.177846178,0.189916551,0.166184545
Hmgb3,0.034327969,0.040080789,0.532060385,0.580581546,0.534172952,0.439488977,0.498110563,0.215809733,0.177044451,0.067353837,0.043740276
Pcgf6,0.11921005,0.096681356,0.192750722,0.077435896,0.123480782,0.12844485,0.106499359,0.108073846,0.09341561,0.076117568,0.056918446
Hmgn3,0.004888503,0,0.029233588,0.007129863,0.019548187,0.015254674,0.015230415,0.034471557,0.007756127,0.000364078,0.00115549
Rad51,0.021248415,0.017565474,0.608630836,0.521028399,0.539489269,0.631669164,0.321706474,0.120520122,0.127152085,0.026283016,0.018447535
Brd8,0.287558347,0.315722317,0.408984005,0.713854074,0.546260238,0.391959637,0.308789611,0.334243268,0.214232877,0.270371556,0.264065921
Tial1,0.277118176,0.282157362,0.54421252,0.470329106,0.514295101,0.449961841,0.420178711,0.353172749,0.360893637,0.257804871,0.248516768
Rnf19a,0.105555713,0.182529107,0.127424031,0.251091659,0.185677126,0.163175881,0.19367668,0.309090495,0.210167125,0.162600949,0.257641196
Zfp281,0.279727519,0.260405898,0.114323504,0.125345737,0.122269928,0.106119312,0.128743991,0.18725127,0.166933581,0.094326377,0.081429057
Matr3,0.772056699,0.868600249,0.756602883,0.673130095,0.741798639,0.715847194,0.602104247,0.735329688,0.619576812,0.628402412,0.637589574
Yaf2,0.162613332,0.207287431,0.345997483,0.356316686,0.301366687,0.295713812,0.319912404,0.260992318,0.24612394,0.240636706,0.196358845
